Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Publisher,platforms,Years_of_Release,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy
LEGO Indiana Jones: The Original Adventures,6.7700000000000005,3.1399999999999997,0.0,1.99,11.91,Action,Activision,7,9.0,1,0,0,0,0,0,0,0,0,0,0,0
Gran Turismo 4,3.01,0.01,1.1,7.53,11.66,Racing,Sony Computer Entertainment,1,13.0,0,0,0,0,0,0,1,0,0,0,0,0
Super Mario Galaxy,6.06,3.36,1.2,0.74,11.36,Platform,Nintendo,3,10.0,0,0,0,0,1,0,0,0,0,0,0,0
Grand Theft Auto: Liberty City Stories,4.46,4.21,0.31,2.23,11.23,Action,Take-Two Interactive,6,11.5,1,0,0,0,0,0,0,0,0,0,0,0
Super Mario Land 2: 6 Golden Coins,6.16,2.04,2.69,0.29,11.18,Adventure,Nintendo,2,25.0,0,1,0,0,0,0,0,0,0,0,0,0
Batman: Arkham City,6.0200000000000005,3.5800000000000005,0.15,1.35,11.1,Action,Warner Bros. Interactive Entertainment,7,5.5,1,0,0,0,0,0,0,0,0,0,0,0
Diablo III,4.99,4.55,0.23,1.3000000000000003,11.08,Role-Playing,Activision,7,4.0,0,0,0,0,0,0,0,1,0,0,0,0
Gran Turismo,4.02,3.87,2.54,0.52,10.95,Racing,Sony Computer Entertainment,1,20.0,0,0,0,0,0,0,1,0,0,0,0,0
Super Mario 3D Land,4.89,3.05,2.14,0.78,10.87,Platform,Nintendo,1,6.0,0,0,0,0,1,0,0,0,0,0,0,0
FIFA Soccer 10,1.9499999999999997,6.2,0.07,2.4799999999999995,10.700000000000001,Sports,Electronic Arts,2,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Gran Turismo 5,2.96,4.82,0.81,2.11,10.7,Racing,Sony Computer Entertainment,1,7.0,0,0,0,0,0,0,1,0,0,0,0,0
Super Mario All-Stars,5.99,2.15,2.12,0.29,10.55,Platform,Nintendo,1,24.0,0,0,0,0,1,0,0,0,0,0,0,0
Dr. Mario,4.800000000000001,1.56,3.52,0.30000000000000004,10.19,Puzzle,Nintendo,6,27.5,0,0,0,0,0,1,0,0,0,0,0,0
New Super Mario Bros. 2,3.66,3.27,2.49,0.63,10.05,Platform,Nintendo,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0
Star Wars: The Force Unleashed,5.28,2.8600000000000003,0.01,1.87,10.05,Action,LucasArts,10,9.0,1,0,0,0,0,0,0,0,0,0,0,0
Madden NFL 07,8.659999999999998,0.44000000000000006,0.03,0.9300000000000002,10.02,Sports,Electronic Arts,7,11.0,0,0,0,0,0,0,0,0,0,0,1,0
Halo: Reach,7.06,1.97,0.08,0.79,9.9,Shooter,Microsoft Game Studios,3,7.0,0,0,0,0,0,0,0,0,1,0,0,0
Fallout 3,5.58,3.0,0.16,1.12,9.870000000000001,Role-Playing,Bethesda Softworks,4,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Halo 4,6.68,2.3,0.04,0.74,9.77,Shooter,Microsoft Game Studios,3,5.0,0,0,0,0,0,0,0,0,1,0,0,0
Final Fantasy VII,3.01,2.47,3.28,0.96,9.72,Role-Playing,Sony Computer Entertainment,11,20.0,0,0,0,0,0,0,0,1,0,0,0,0
Zumba Fitness,5.48,3.2600000000000002,0.0,0.92,9.66,Sports,505 Games,3,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Call of Duty: Infinite Warfare,4.48,3.67,0.16,1.28,9.58,Shooter,Activision,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0
LEGO Marvel Super Heroes,4.319999999999999,4.0,0.09,1.1400000000000001,9.55,Action,Warner Bros. Interactive Entertainment,10,4.0,1,0,0,0,0,0,0,0,0,0,0,0
Gran Turismo 2,3.88,3.42,1.69,0.5,9.49,Racing,Sony Computer Entertainment,2,18.0,0,0,0,0,0,0,1,0,0,0,0,0
FIFA Soccer 08,1.9600000000000002,3.9599999999999995,0.04,3.5300000000000002,9.489999999999998,Sports,Electronic Arts,2,10.0,0,0,0,0,0,0,0,0,0,0,1,0
Just Dance 2,5.8,2.85,0.01,0.78,9.44,Misc,Ubisoft,1,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Animal Crossing: New Leaf,2.08,2.43,4.43,0.4,9.34,Simulation,Nintendo,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0
Watch Dogs,3.81,4.0200000000000005,0.22000000000000003,1.2200000000000002,9.270000000000001,Action,Ubisoft,6,3.0,1,0,0,0,0,0,0,0,0,0,0,0
Battlefield 1,3.76,4.1000000000000005,0.24000000000000002,1.1700000000000002,9.27,Shooter,Electronic Arts,3,1.0,0,0,0,0,0,0,0,0,1,0,0,0
Madden NFL 06,7.680000000000001,0.46,0.02,0.8600000000000001,9.030000000000001,Sports,Electronic Arts,6,12.0,0,0,0,0,0,0,0,0,0,0,1,0
Pac-Man,7.550000000000001,0.53,0.85,0.1,9.03,Puzzle,Namco Bandai Games,21,34.0,0,0,0,0,0,1,0,0,0,0,0,0
Pac-Man,7.550000000000001,0.53,0.85,0.1,9.03,Puzzle,Atari,21,34.0,0,0,0,0,0,1,0,0,0,0,0,0
Mario Party DS,4.4,1.85,1.98,0.68,8.91,Misc,Nintendo,2,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Medal of Honor: Frontline,4.390000000000001,3.3000000000000003,0.17,1.07,8.91,Shooter,Electronic Arts,4,15.0,0,0,0,0,0,0,0,0,1,0,0,0
Super Mario Kart,3.54,1.24,3.81,0.18,8.76,Racing,Nintendo,5,25.0,0,0,0,0,0,0,1,0,0,0,0,0
The Legend of Zelda: Twilight Princess,4.890000000000001,2.5,0.64,0.7200000000000001,8.75,Action,Nintendo,3,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Just Dance 4,5.42,2.6,0.0,0.73,8.739999999999998,Misc,Ubisoft,4,5.0,0,0,0,1,0,0,0,0,0,0,0,0
FIFA Soccer 09,1.71,4.02,0.08,2.8600000000000003,8.669999999999998,Sports,Electronic Arts,1,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil 5,4.08,2.38,1.2000000000000002,0.99,8.66,Action,Capcom,6,8.0,1,0,0,0,0,0,0,0,0,0,0,0
Medal of Honor,4.4799999999999995,3.1599999999999997,0.11000000000000001,0.8300000000000001,8.590000000000002,Shooter,Electronic Arts,3,13.0,0,0,0,0,0,0,0,0,1,0,0,0
Far Cry 4,2.92,4.39,0.2,1.09,8.59,Shooter,Ubisoft,5,3.0,0,0,0,0,0,0,0,0,1,0,0,0
Halo 2,6.83,1.59,0.05,0.1,8.58,Shooter,Microsoft Game Studios,3,11.5,0,0,0,0,0,0,0,0,1,0,0,0
Need for Speed: ProStreet,3.3400000000000003,2.5300000000000002,0.09999999999999999,2.5799999999999996,8.529999999999998,Racing,Electronic Arts,6,9.5,0,0,0,0,0,0,1,0,0,0,0,0
Pro Evolution Soccer 2008,0.29000000000000004,3.38,1.3,3.51,8.48,Sports,Konami Digital Entertainment,2,9.5,0,0,0,0,0,0,0,0,0,0,1,0
Spider-Man: The Movie,5.5600000000000005,2.41,0.05,0.37,8.4,Action,Activision,4,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Wii Party,1.75,3.48,2.49,0.67,8.39,Misc,Nintendo,1,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Donkey Kong Country Returns,3.93,2.42,1.44,0.5900000000000001,8.379999999999999,Platform,Nintendo,3,5.5,0,0,0,0,1,0,0,0,0,0,0,0
LittleBigPlanet,3.44,3.2,0.18000000000000002,1.54,8.370000000000001,Platform,Sony Computer Entertainment,2,8.5,0,0,0,0,1,0,0,0,0,0,0,0
Fallout: New Vegas,4.78,2.5100000000000002,0.14,0.93,8.35,Role-Playing,Bethesda Softworks,5,7.0,0,0,0,0,0,0,0,1,0,0,0,0
Mortal Kombat,6.009999999999999,1.6,0.0,0.6900000000000001,8.299999999999999,Fighting,Acclaim Entertainment,8,14.75,0,0,1,0,0,0,0,0,0,0,0,0
Mortal Kombat,6.009999999999999,1.6,0.0,0.6900000000000001,8.299999999999999,Fighting,Arena Entertainment,8,14.75,0,0,1,0,0,0,0,0,0,0,0,0
LEGO Harry Potter: Years 1-4,4.01,3.3299999999999996,0.0,0.97,8.299999999999999,Action,Warner Bros. Interactive Entertainment,9,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat,6.009999999999999,1.6,0.0,0.6900000000000001,8.299999999999999,Fighting,Warner Bros. Interactive Entertainment,8,14.75,0,0,1,0,0,0,0,0,0,0,0,0
Mario Party 8,3.74,2.25,1.58,0.71,8.28,Misc,Nintendo,1,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Kingdom Hearts,4.55,1.5499999999999998,1.74,0.32,8.15,Role-Playing,Square Enix,1,9.5,0,0,0,0,0,0,0,1,0,0,0,0
Kingdom Hearts,4.55,1.5499999999999998,1.74,0.32,8.15,Role-Playing,Sony Computer Entertainment,1,9.5,0,0,0,0,0,0,0,1,0,0,0,0
Madden NFL 08,7.119999999999999,0.22999999999999998,0.0,0.78,8.129999999999999,Sports,Electronic Arts,8,10.0,0,0,0,0,0,0,0,0,0,0,1,0
NBA 2K16,5.83,1.04,0.08,1.18,8.12,Sports,Take-Two Interactive,5,2.0,0,0,0,0,0,0,0,0,0,0,1,0
GoldenEye 007,5.8,2.01,0.13,0.15,8.09,Shooter,Nintendo,2,20.0,0,0,0,0,0,0,0,0,1,0,0,0
Batman: Arkham Asylum,4.45,2.54,0.09000000000000001,0.97,8.05,Action,Eidos Interactive,6,8.0,1,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy X,2.91,2.07,2.73,0.33,8.05,Role-Playing,Sony Computer Entertainment,4,16.0,0,0,0,0,0,0,0,1,0,0,0,0
Mario & Sonic at the Olympic Winter Games,3.08,3.58,0.49,0.85,7.99,Sports,Sega,2,8.0,0,0,0,0,0,0,0,0,0,0,1,0
The Elder Scrolls IV: Oblivion,4.529999999999999,2.08,0.27,0.8700000000000001,7.75,Role-Playing,Take-Two Interactive,4,10.5,0,0,0,0,0,0,0,1,0,0,0,0
The Elder Scrolls IV: Oblivion,4.529999999999999,2.08,0.27,0.8700000000000001,7.75,Role-Playing,Ubisoft,4,10.5,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Chamber of Secrets,3.6599999999999997,3.18,0.11,0.68,7.64,Action,Electronic Arts,8,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Monopoly,4.65,2.45,0.0,0.52,7.63,Misc,Electronic Arts,7,15.4,0,0,0,1,0,0,0,0,0,0,0,0
Spider-Man 2,4.74,2.14,0.05,0.6900000000000001,7.63,Action,Activision,5,12.5,1,0,0,0,0,0,0,0,0,0,0,0
Monopoly,4.65,2.45,0.0,0.52,7.63,Misc,Hasbro Interactive,7,15.4,0,0,0,1,0,0,0,0,0,0,0,0
Madden NFL 2005,6.8500000000000005,0.53,0.01,0.21,7.6,Sports,Electronic Arts,5,13.0,0,0,0,0,0,0,0,0,0,0,1,0
Crash Bandicoot 2: Cortex Strikes Back,3.78,2.17,1.31,0.31,7.58,Platform,Sony Computer Entertainment,5,20.0,0,0,0,0,1,0,0,0,0,0,0,0
Resident Evil 4,4.380000000000001,1.83,0.8200000000000001,0.51,7.56,Action,Capcom,12,10.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
Resident Evil 4,4.380000000000001,1.83,0.8200000000000001,0.51,7.56,Action,Ubisoft,12,10.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0
Madden NFL 10,6.55,0.34,0.0,0.67,7.56,Sports,Electronic Arts,4,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Super Mario Galaxy 2,3.58,2.36,0.98,0.62,7.54,Platform,Nintendo,2,7.0,0,0,0,0,1,0,0,0,0,0,0,0
Tomb Raider II,3.21,3.71,0.2,0.41000000000000003,7.53,Action,Eidos Interactive,8,20.0,1,0,0,0,0,0,0,0,0,0,0,0
Call of Duty 3,4.15,2.4099999999999997,0.05,0.91,7.510000000000001,Shooter,Activision,6,11.0,0,0,0,0,0,0,0,0,1,0,0,0
Madden NFL 16,5.88,0.47000000000000003,0.0,1.1199999999999999,7.4799999999999995,Sports,Electronic Arts,4,2.0,0,0,0,0,0,0,0,0,0,0,1,0
Super Mario Bros. 2,5.39,1.18,0.7,0.19,7.46,Platform,Nintendo,6,29.0,0,0,0,0,1,0,0,0,0,0,0,0
Madden NFL 15,5.76,0.51,0.0,1.05,7.33,Sports,Electronic Arts,4,3.0,0,0,0,0,0,0,0,0,0,0,1,0
Guitar Hero II,5.82,0.65,0.0,0.8500000000000001,7.32,Misc,Activision,2,10.5,0,0,0,1,0,0,0,0,0,0,0,0
Guitar Hero II,5.82,0.65,0.0,0.8500000000000001,7.32,Misc,RedOctane,2,10.5,0,0,0,1,0,0,0,0,0,0,0,0
Far Cry 3,2.48,3.65,0.12000000000000001,1.07,7.319999999999999,Shooter,Ubisoft,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0
The Legend of Zelda: A Link to the Past,4.17,1.4300000000000002,1.48,0.23,7.3100000000000005,Action,Nintendo,6,20.5,1,0,0,0,0,0,0,0,0,0,0,0
Rock Band,4.96,1.36,0.0,0.98,7.280000000000001,Misc,MTV Games,4,9.5,0,0,0,1,0,0,0,0,0,0,0,0
Rock Band,4.96,1.36,0.0,0.98,7.280000000000001,Misc,Electronic Arts,4,9.5,0,0,0,1,0,0,0,0,0,0,0,0
Crash Bandicoot: The Wrath of Cortex,3.1199999999999997,2.98,0.24,0.9099999999999999,7.24,Platform,Universal Interactive,4,15.5,0,0,0,0,1,0,0,0,0,0,0,0
Mario Kart 8,3.17,2.25,1.29,0.52,7.23,Racing,Nintendo,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0
Just Dance,3.48,2.99,0.0,0.73,7.2,Misc,Ubisoft,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0
NBA 2K15,5.08,1.05,0.03,1.02,7.18,Sports,Take-Two Interactive,5,3.0,0,0,0,0,0,0,0,0,0,0,1,0
Tekken 3,3.27,2.22,1.4,0.29,7.16,Fighting,Sony Computer Entertainment,1,19.0,0,0,1,0,0,0,0,0,0,0,0,0
Battlefield: Bad Company 2,3.62,2.6400000000000006,0.12,0.76,7.1499999999999995,Shooter,Electronic Arts,4,7.0,0,0,0,0,0,0,0,0,1,0,0,0
Madden NFL 2004,5.8999999999999995,0.46,0.01,0.78,7.14,Sports,Electronic Arts,6,14.0,0,0,0,0,0,0,0,0,0,0,1,0
Crash Bandicoot 3: Warped,3.68,1.75,1.42,0.28,7.13,Platform,Sony Computer Entertainment,4,19.0,0,0,0,0,1,0,0,0,0,0,0,0
Madden NFL 09,6.07,0.3,0.0,0.74,7.11,Sports,Electronic Arts,5,9.0,0,0,0,0,0,0,0,0,0,0,1,0
Super Smash Bros. Melee,4.41,1.04,1.39,0.22,7.07,Fighting,Nintendo,1,16.0,0,0,1,0,0,0,0,0,0,0,0,0
The Simpsons: Hit & Run,3.1999999999999997,2.97,0.0,0.8900000000000001,7.040000000000001,Racing,Vivendi Games,4,14.0,0,0,0,0,0,0,1,0,0,0,0,0
The Simpsons Game,2.52,2.55,0.0,1.97,7.02,Action,Electronic Arts,6,10.0,1,0,0,0,0,0,0,0,0,0,0,0
NBA 2K14,5.15,0.92,0.05,0.87,6.99,Sports,Take-Two Interactive,5,4.0,0,0,0,0,0,0,0,0,0,0,1,0
Borderlands 2,3.69,2.1700000000000004,0.15000000000000002,0.85,6.859999999999999,Shooter,Take-Two Interactive,6,4.0,0,0,0,0,0,0,0,0,1,0,0,0
Crash Bandicoot,3.23,2.35,0.94,0.3,6.82,Platform,Sony Computer Entertainment,5,21.0,0,0,0,0,1,0,0,0,0,0,0,0
Cars,5.3100000000000005,0.9300000000000002,0.0,0.5800000000000001,6.81,Racing,THQ,6,11.0,0,0,0,0,0,0,1,0,0,0,0,0
Gears of War 2,4.15,1.9,0.06,0.64,6.75,Shooter,Microsoft Game Studios,2,9.0,0,0,0,0,0,0,0,0,1,0,0,0
Madden NFL 11,5.869999999999999,0.29000000000000004,0.0,0.52,6.69,Sports,Electronic Arts,5,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Uncharted 2: Among Thieves,3.27,2.2,0.21,0.98,6.67,Action,Sony Computer Entertainment,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider (2013),2.34,3.21,0.15,0.97,6.669999999999999,Action,Square Enix,6,3.5,1,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles,4.9799999999999995,1.1800000000000002,0.31,0.2,6.669999999999999,Action,Palcom,1,17.333333333333332,1,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles,4.9799999999999995,1.1800000000000002,0.31,0.2,6.669999999999999,Action,Konami Digital Entertainment,1,17.333333333333332,1,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,3.33,2.4999999999999996,0.08,0.75,6.65,Action,Electronic Arts,4,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Big Brain Academy,1.66,2.75,1.6,0.62,6.63,Misc,Nintendo,2,12.0,0,0,0,1,0,0,0,0,0,0,0,0
The Legend of Zelda,3.74,0.93,1.69,0.14,6.51,Action,Nintendo,6,31.0,1,0,0,0,0,0,0,0,0,0,0,0
Madden NFL 13,5.61,0.38,0.0,0.4700000000000001,6.47,Sports,Electronic Arts,4,5.0,0,0,0,0,0,0,0,0,0,0,1,0
The Legend of Zelda: The Wind Waker,3.56,1.6099999999999999,1.03,0.28,6.47,Action,Nintendo,1,9.5,1,0,0,0,0,0,0,0,0,0,0,0
Halo: Combat Evolved,5.0,1.32,0.08,0.07,6.47,Shooter,Microsoft Game Studios,3,15.0,0,0,0,0,0,0,0,0,1,0,0,0
Finding Nemo,4.02,1.9899999999999998,0.09,0.36000000000000004,6.46,Action,THQ,6,14.0,1,0,0,0,0,0,0,0,0,0,0,0
Just Dance 2014,3.5999999999999996,2.2,0.0,0.6300000000000001,6.449999999999999,Misc,Ubisoft,6,4.0,0,0,0,1,0,0,0,0,0,0,0,0
Resident Evil 2,2.31,1.57,2.09,0.46,6.44,Action,Virgin Interactive,3,17.0,1,0,0,0,0,0,0,0,0,0,0,0
Resident Evil 2,2.31,1.57,2.09,0.46,6.44,Action,Capcom,3,17.0,1,0,0,0,0,0,0,0,0,0,0,0
Madden NFL 2002,4.920000000000001,0.93,0.01,0.5700000000000001,6.41,Sports,Electronic Arts,8,16.0,0,0,0,0,0,0,0,0,0,0,1,0
Kung Fu Panda,3.42,1.95,0.0,1.02,6.39,Action,Activision,6,9.0,1,0,0,0,0,0,0,0,0,0,0,0
FIFA Soccer 07,1.55,3.53,0.03,1.27,6.38,Sports,Electronic Arts,1,11.0,0,0,0,0,0,0,0,0,0,0,1,0
Frogger,5.85,0.39,0.0,0.13,6.36,Action,Parker Bros.,1,28.0,1,0,0,0,0,0,0,0,0,0,0,0
Frogger,5.85,0.39,0.0,0.13,6.36,Action,Hasbro Interactive,1,28.0,1,0,0,0,0,0,0,0,0,0,0,0
Halo 3: ODST,4.34,1.34,0.06,0.61,6.34,Shooter,Microsoft Game Studios,3,8.0,0,0,0,0,0,0,0,0,1,0,0,0
World of Warcraft,0.09,6.22,0.0,0.0,6.31,Role-Playing,Activision,2,13.0,0,0,0,0,0,0,0,1,0,0,0,0
Super Mario Sunshine,4.01,1.26,0.87,0.17,6.31,Platform,Nintendo,2,15.0,0,0,0,0,1,0,0,0,0,0,0,0
Driver,3.11,2.8,0.02,0.33,6.27,Action,GT Interactive,3,18.0,1,0,0,0,0,0,0,0,0,0,0,0
The Witcher 3: Wild Hunt,2.0300000000000002,3.2200000000000006,0.23,0.8,6.27,Role-Playing,Namco Bandai Games,4,2.0,0,0,0,0,0,0,0,1,0,0,0,0
Michael Jackson: The Experience,3.87,1.78,0.01,0.6000000000000001,6.24,Misc,Ubisoft,4,6.5,0,0,0,1,0,0,0,0,0,0,0,0
Gears of War 3,4.05,1.59,0.07,0.5,6.21,Shooter,Microsoft Game Studios,2,6.0,0,0,0,0,0,0,0,0,1,0,0,0
Kinect Sports,3.92,1.73,0.03,0.51,6.19,Sports,Microsoft Game Studios,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Golf,2.05,0.6100000000000001,3.38,0.08,6.13,Sports,Nintendo,4,30.5,0,0,0,0,0,0,0,0,0,0,1,0
Gears of War,3.54,1.89,0.07,0.6,6.109999999999999,Shooter,Microsoft Game Studios,3,10.5,0,0,0,0,0,0,0,0,1,0,0,0
Metal Gear Solid,3.18,1.83,0.8500000000000001,0.24,6.1000000000000005,Action,Konami Digital Entertainment,5,18.0,1,0,0,0,0,0,0,0,0,0,0,0
The Simpsons: Road Rage,3.85,1.8,0.0,0.46,6.09,Racing,THQ,4,15.0,0,0,0,0,0,0,1,0,0,0,0,0
The Simpsons: Road Rage,3.85,1.8,0.0,0.46,6.09,Racing,Electronic Arts,4,15.0,0,0,0,0,0,0,1,0,0,0,0,0
Dragon Quest VIII: Journey of the Cursed King,0.65,0.75,4.4799999999999995,0.2,6.08,Role-Playing,Square Enix,4,7.5,0,0,0,0,0,0,0,1,0,0,0,0
Skylanders SWAP Force,3.4599999999999995,1.9700000000000002,0.0,0.6500000000000001,6.08,Platform,Activision,5,4.0,0,0,0,0,1,0,0,0,0,0,0,0
Carnival Games,3.34,2.1,0.05,0.61,6.08,Misc,Take-Two Interactive,6,9.5,0,0,0,1,0,0,0,0,0,0,0,0
NBA 2K13,4.78,0.7200000000000001,0.060000000000000005,0.5,6.07,Sports,Take-Two Interactive,7,5.0,0,0,0,0,0,0,0,0,0,0,1,0
Metal Gear Solid 2: Sons of Liberty,2.45,2.01,0.87,0.72,6.05,Action,Konami Digital Entertainment,5,16.0,1,0,0,0,0,0,0,0,0,0,0,0
Sonic the Hedgehog 2,4.47,1.2,0.16,0.19,6.03,Platform,Sega,11,25.0,0,0,0,0,1,0,0,0,0,0,0,0
Grand Theft Auto: Vice City Stories,2.48,2.02,0.19,1.3199999999999998,6.0,Action,Take-Two Interactive,4,10.5,1,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid 4: Guns of the Patriots,2.63,1.71,0.83,0.82,5.99,Action,Konami Digital Entertainment,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0
Pro Evolution Soccer 2010,0.73,2.6399999999999997,0.8700000000000001,1.73,5.9799999999999995,Sports,Konami Digital Entertainment,5,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Final Fantasy XII,1.88,0.0,2.33,1.74,5.95,Role-Playing,Square Enix,1,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Toy Story 3: The Video Game,2.7100000000000004,2.4699999999999998,0.02,0.7300000000000001,5.93,Action,Disney Interactive Studios,5,7.0,1,0,0,0,0,0,0,0,0,0,0,0
Madden NFL 2003,4.800000000000001,0.48,0.01,0.6100000000000001,5.89,Sports,Electronic Arts,6,15.0,0,0,0,0,0,0,0,0,0,0,1,0
L.A. Noire,2.81,2.21,0.13999999999999999,0.74,5.880000000000001,Adventure,Take-Two Interactive,6,6.0,0,1,0,0,0,0,0,0,0,0,0,0
Madden NFL 25,4.92,0.27,0.0,0.6699999999999999,5.86,Sports,Electronic Arts,4,4.0,0,0,0,0,0,0,0,0,0,0,1,0
Dragon Quest IX: Sentinels of the Starry Skies,0.63,0.67,4.35,0.15,5.78,Role-Playing,Nintendo,1,8.0,0,0,0,0,0,0,0,1,0,0,0,0
Batman: Arkham Knight,2.61,2.23,0.11,0.81,5.77,Action,Warner Bros. Interactive Entertainment,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0
Tekken 2,2.26,1.89,1.36,0.23,5.74,Fighting,Sony Computer Entertainment,3,21.0,0,0,1,0,0,0,0,0,0,0,0,0
Borderlands,3.6199999999999997,1.4500000000000002,0.03,0.61,5.72,Shooter,Take-Two Interactive,4,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Mass Effect 3,3.11,1.96,0.06,0.5800000000000001,5.709999999999999,Role-Playing,Electronic Arts,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0
Monster Hunter Tri,1.35,0.8799999999999999,3.23,0.22,5.699999999999999,Role-Playing,Nintendo,1,6.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0
The Lord of the Rings: The Return of the King,3.14,1.9500000000000002,0.05,0.54,5.67,Action,Electronic Arts,6,14.0,1,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider,3.25,2.04,0.13,0.24,5.66,Action,Eidos Interactive,7,21.0,1,0,0,0,0,0,0,0,0,0,0,0
Donkey Kong,3.16,0.75,1.3900000000000001,0.37000000000000005,5.659999999999999,Platform,Coleco,13,31.0,0,0,0,0,1,0,0,0,0,0,0,0
Donkey Kong,3.16,0.75,1.3900000000000001,0.37000000000000005,5.659999999999999,Platform,Nintendo,13,31.0,0,0,0,0,1,0,0,0,0,0,0,0
Cooking Mama,3.08,1.91,0.07,0.57,5.64,Simulation,505 Games,1,11.0,0,0,0,0,0,0,0,0,0,1,0,0
Madden NFL 12,4.97,0.26,0.0,0.38,5.620000000000001,Sports,Electronic Arts,3,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Saints Row: The Third,2.27,2.34,0.25,0.74,5.62,Action,THQ,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Battlefront,3.2399999999999998,1.81,0.03,0.53,5.59,Shooter,LucasArts,4,13.0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars: Battlefront,3.2399999999999998,1.81,0.03,0.53,5.59,Shooter,Activision,4,13.0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars Episode III: Revenge of the Sith,3.06,1.99,0.03,0.5,5.589999999999999,Action,Ubisoft,4,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars Episode III: Revenge of the Sith,3.06,1.99,0.03,0.5,5.589999999999999,Action,LucasArts,4,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Wars Episode III: Revenge of the Sith,3.06,1.99,0.03,0.5,5.589999999999999,Action,Activision,4,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Kingdom Hearts II,2.72,0.94,1.5599999999999998,0.35,5.57,Role-Playing,Square Enix,1,7.5,0,0,0,0,0,0,0,1,0,0,0,0
Fight Night Round 3,3.9299999999999997,1.08,0.02,0.5099999999999999,5.550000000000001,Fighting,Electronic Arts,5,11.0,0,0,1,0,0,0,0,0,0,0,0,0
Super Smash Bros.,2.95,0.6,1.97,0.04,5.55,Fighting,Nintendo,2,18.0,0,0,1,0,0,0,0,0,0,0,0,0
NBA 2K12,4.539999999999999,0.5100000000000001,0.060000000000000005,0.41000000000000003,5.51,Sports,Take-Two Interactive,5,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Super Mario Advance,3.14,1.24,0.91,0.2,5.49,Platform,Nintendo,2,16.0,0,0,0,0,1,0,0,0,0,0,0,0
Forza Motorsport 3,2.99,1.9,0.1,0.5,5.49,Racing,Microsoft Game Studios,1,8.0,0,0,0,0,0,0,1,0,0,0,0,0
Monster Hunter Freedom Unite,0.47,0.55,4.13,0.34,5.48,Role-Playing,Capcom,3,9.0,0,0,0,0,0,0,0,1,0,0,0,0
God of War III,3.0,1.6300000000000001,0.13,0.72,5.47,Action,Sony Computer Entertainment,1,4.5,1,0,0,0,0,0,0,0,0,0,0,0
Sonic Heroes,2.5,2.24,0.13,0.5800000000000001,5.460000000000001,Platform,Sega,5,14.0,0,0,0,0,1,0,0,0,0,0,0,0
